Supplier_Name,Region,Country,Functions,Service,Avg_Cost,Rating,Average_Delivery_Time,Number_of_Escalations,Years,Resources
Oracle,XY,India,ITandInfrastructure,S2,150000,96,135,40,2019,4000
TATA,NULL,Australia,consulting,S6,150000,85,180,35,2019,9000
Infosys,XX,Germany,ITandInfrastructure,S7,125000,96,135,45,2019,7000
IBM,XX,UK,Finance,S5,175000,94,150,40,2018,9000
TATA,PQ,Japan,Finance,S6,150000,74,210,30,2017,3000
Infosys,PQ,UAE,Finance,S6,200000,81,270,35,2016,4000
Infosys,LM,Germany,HR,NULL,175000,70,180,35,2022,9000
IBM,AB,Australia,ITandInfrastructure,NULL,175000,99,150,30,2019,9000
Zogho,XY,Australia,administration,S4,150000,98,100,25,2022,7000
Oracle,LM,Germany,NULL,S1,115000,79,210,35,2021,7000
Oracle,BC,Germany,testing,S5,150000,97,210,20,2020,4000
TATA,BC,UAE,consulting,S4,115000,77,180,45,2020,5000
Accenture,BC,India,testing,S1,175000,98,210,45,2021,4000
Oracle,BC,Japan,Finance,S7,125000,99,135,35,2020,6000
Infosys,AB,Japan,consulting,S2,125000,93,150,50,2022,5000
Wipro,XY,UAE,ITandInfrastructure,S1,150000,75,210,15,2018,8000
Oracle,BC,Canada,administration,S5,175000,94,120,15,2019,9000
HCL,BC,Australia,Finance,S3,175000,81,120,25,2017,6000
Capgemini,AB,Canada,administration,S4,150000,88,150,50,2019,7000
TATA,AB,India,ITandInfrastructure,S6,165000,79,135,45,2016,8000
Infosys,XX,UK,NULL,S1,100000,86,210,50,2018,4000
Genpact,XX,France,RandD,S3,175000,75,180,45,2019,4000
Infosys,BC,UK,Finance,S7,200000,95,210,15,2017,8000
Zogho,NULL,US,HR,S3,125000,74,120,35,2018,3000
Zogho,PQ,Australia,ITandInfrastructure,S7,125000,72,270,50,2022,5000
Oracle,NULL,Australia,NULL,S2,150000,73,180,45,2019,10000
HCL,LM,Australia,administration,NULL,125000,77,150,30,2022,3000
Oracle,LM,Canada,Finance,S5,150000,81,135,20,2020,9000
Wipro,PQ,India,NULL,S5,150000,77,150,45,2021,4000
Infosys,BC,UK,NULL,S1,200000,73,180,20,2021,7000
Zogho,AB,Australia,NULL,S7,165000,88,135,25,2020,4000
Infosys,BC,Japan,HR,NULL,100000,87,210,30,2019,9000
Oracle,BC,UK,RandD,S2,100000,75,135,25,2020,6000
Accenture,XY,UAE,administration,S5,115000,88,135,20,2019,6000
Zogho,LM,Canada,Finance,S4,125000,89,135,15,2020,3000
Capgemini,XY,Germany,testing,S2,150000,76,100,35,2021,10000
IBM,NN,France,RandD,S1,125000,98,180,20,2020,4000
Capgemini,AB,Canada,RandD,S3,175000,89,100,50,2019,3000
IBM,BC,Canada,testing,S7,100000,75,150,25,2018,3000
HCL,NULL,Canada,consulting,S6,125000,85,120,25,2022,5000
Infosys,PQ,Japan,HR,S5,115000,97,270,20,2016,9000
TATA,XY,Canada,RandD,S3,200000,87,135,15,2019,8000
Wipro,XY,UAE,administration,S2,115000,98,270,25,2017,10000
HCL,XY,Australia,administration,S4,100000,78,120,25,2019,6000
Wipro,NULL,UAE,administration,S3,115000,100,135,15,2017,4000
Zogho,PQ,Canada,administration,S2,115000,88,120,30,2019,5000
Zogho,BC,Germany,ITandInfrastructure,S7,165000,87,150,30,2019,8000
Genpact,NN,India,Finance,S3,125000,79,100,25,2020,4000
IBM,PQ,US,administration,S6,125000,73,210,40,2019,5000
Zogho,XX,Germany,administration,S7,200000,100,180,30,2022,5000
Infosys,AB,Japan,Finance,NULL,115000,80,135,25,2018,7000
TATA,AB,Canada,consulting,S1,200000,97,100,15,2016,10000
TATA,LM,US,NULL,S1,175000,84,100,25,2022,7000
Genpact,XX,France,administration,S1,100000,100,100,45,2018,5000
HCL,BC,Japan,NULL,S5,115000,94,120,35,2018,4000
IBM,PQ,US,consulting,S5,125000,79,180,50,2022,8000
Genpact,LM,Germany,RandD,NULL,100000,87,100,15,2021,4000
Capgemini,XY,UK,HR,S5,150000,97,100,30,2018,10000
Oracle,XX,France,testing,NULL,150000,77,180,40,2020,8000
Oracle,NULL,Australia,consulting,S7,165000,88,135,15,2018,6000
TATA,NULL,UAE,RandD,S6,100000,86,180,45,2019,10000
TATA,BC,France,NULL,S6,165000,88,150,45,2022,3000
Wipro,NULL,UK,Finance,S2,115000,89,120,50,2022,3000
TATA,XX,Japan,consulting,S1,200000,80,270,20,2018,3000
Accenture,AB,India,testing,S5,150000,73,135,40,2016,5000
Zogho,NULL,UAE,consulting,S3,150000,94,135,20,2018,8000
Oracle,BC,Japan,administration,S4,150000,72,100,45,2020,7000
Capgemini,PQ,India,administration,S5,175000,97,270,25,2017,9000
Genpact,NN,Germany,ITandInfrastructure,S3,200000,71,120,45,2018,6000
Infosys,XY,India,administration,NULL,200000,97,100,25,2022,9000
Infosys,PQ,France,administration,S6,200000,71,180,45,2021,8000
Zogho,PQ,Canada,consulting,S4,150000,93,210,50,2022,6000
Accenture,PQ,UAE,NULL,NULL,125000,78,270,40,2019,5000
Wipro,XX,UK,HR,S7,200000,82,270,25,2017,7000
HCL,PQ,UK,ITandInfrastructure,S4,175000,87,180,25,2018,4000
Wipro,PQ,Australia,NULL,S5,100000,84,180,30,2021,10000
Genpact,AB,France,consulting,S5,115000,99,100,40,2016,7000
Capgemini,NN,Australia,HR,S4,100000,91,120,40,2016,8000
Oracle,NULL,US,HR,NULL,125000,70,150,15,2016,5000
Zogho,XX,UAE,NULL,S1,115000,86,270,50,2017,10000
Genpact,XY,UK,ITandInfrastructure,S2,115000,95,270,40,2022,3000
Wipro,LM,Japan,ITandInfrastructure,NULL,125000,83,135,40,2020,5000
Infosys,NN,UK,RandD,S2,115000,81,210,50,2022,10000
Accenture,LM,UK,HR,S2,165000,74,120,20,2019,7000
TATA,BC,UAE,RandD,S1,150000,78,210,45,2017,10000
Capgemini,NN,Germany,NULL,S5,165000,98,150,20,2022,8000
Oracle,NN,UAE,HR,S5,175000,84,100,40,2019,6000
IBM,NN,Germany,ITandInfrastructure,S3,175000,82,120,15,2016,3000
HCL,BC,India,Finance,NULL,165000,82,180,30,2021,5000
Zogho,XY,Canada,HR,NULL,200000,70,100,20,2022,5000
Genpact,XX,US,RandD,S6,100000,77,120,35,2017,6000
IBM,AB,Canada,testing,S7,200000,89,100,25,2019,10000
Infosys,PQ,Australia,consulting,S7,115000,73,100,50,2016,3000
HCL,LM,India,administration,S1,100000,88,135,25,2019,6000
Oracle,NULL,Germany,consulting,S5,125000,95,210,30,2022,3000
TATA,XY,Germany,administration,S4,115000,94,150,15,2016,10000
Capgemini,LM,France,NULL,S3,150000,77,180,45,2017,9000
Zogho,NN,US,Finance,S6,125000,82,135,35,2022,4000
Infosys,LM,Germany,consulting,NULL,165000,99,270,30,2016,6000
Genpact,NN,US,testing,S6,200000,96,120,50,2016,10000
HCL,NULL,Japan,NULL,S1,115000,76,135,45,2022,3000
Capgemini,XX,UK,Finance,S7,100000,76,270,20,2021,7000
HCL,BC,India,consulting,S4,100000,94,180,40,2018,10000
Capgemini,NN,Canada,ITandInfrastructure,S2,175000,77,135,35,2019,8000
IBM,PQ,Canada,HR,S3,115000,88,120,35,2021,10000
TATA,NULL,Japan,Finance,S3,100000,70,100,45,2022,8000
Genpact,AB,Japan,Finance,S7,100000,81,120,30,2021,9000
Accenture,NN,Germany,NULL,S7,165000,81,100,40,2019,8000
Zogho,AB,Germany,Finance,S1,200000,83,210,45,2017,8000
IBM,NULL,Australia,HR,S4,125000,72,210,40,2021,5000
Oracle,PQ,UAE,HR,S5,150000,83,180,15,2021,3000
TATA,NULL,Canada,ITandInfrastructure,S4,175000,77,270,40,2016,7000
Wipro,PQ,UK,testing,S6,115000,81,100,15,2021,5000
Zogho,LM,Australia,Finance,NULL,175000,76,180,30,2022,9000
Capgemini,BC,Australia,Finance,S7,150000,70,150,25,2016,9000
Capgemini,XX,Canada,HR,S5,175000,92,210,15,2017,9000
Accenture,XY,UAE,consulting,S1,125000,83,100,25,2017,4000
IBM,AB,Germany,testing,S5,100000,92,180,30,2022,6000
Zogho,PQ,US,RandD,S4,125000,98,270,35,2022,4000
HCL,LM,France,HR,S2,125000,83,270,15,2020,3000
HCL,XY,UAE,Finance,S4,165000,87,135,25,2022,6000
Wipro,AB,France,testing,S2,175000,91,150,30,2020,4000
Genpact,NULL,Canada,testing,S5,100000,94,270,25,2017,10000
Capgemini,BC,UK,ITandInfrastructure,S6,200000,82,270,50,2022,4000
Oracle,AB,UK,HR,S4,175000,81,100,25,2019,10000
Wipro,LM,Australia,HR,S7,165000,91,100,40,2019,8000
Accenture,XY,US,Finance,S7,200000,89,150,40,2021,5000
IBM,LM,Germany,NULL,S2,165000,78,120,40,2017,4000
IBM,NN,Canada,HR,S4,125000,99,135,35,2022,9000
Zogho,BC,Canada,RandD,S5,175000,97,100,20,2020,8000
Genpact,LM,Germany,RandD,S4,150000,87,135,35,2020,4000
Accenture,AB,France,testing,S7,100000,86,100,50,2021,7000
Zogho,PQ,India,RandD,S5,125000,92,120,15,2021,9000
Capgemini,PQ,Australia,consulting,S6,175000,77,210,35,2020,7000
Zogho,PQ,Australia,administration,S3,115000,74,210,50,2019,10000
HCL,AB,UK,NULL,NULL,100000,77,210,45,2017,9000
Oracle,NN,Canada,administration,S5,165000,76,120,45,2021,10000
IBM,AB,France,RandD,S5,200000,71,120,50,2019,5000
Infosys,NULL,UK,ITandInfrastructure,S3,175000,72,135,25,2019,10000
Capgemini,NULL,Canada,consulting,S7,165000,79,180,35,2017,7000
IBM,XX,UK,HR,NULL,100000,77,120,25,2019,9000
Zogho,NULL,US,HR,S1,125000,98,180,25,2020,5000
IBM,XY,Canada,Finance,S2,175000,78,100,50,2017,8000
Zogho,NULL,India,HR,S6,165000,84,270,50,2022,7000
Genpact,PQ,UK,RandD,S3,165000,91,180,40,2022,5000
Oracle,XX,Germany,consulting,S2,115000,86,270,15,2016,5000
Genpact,XX,Germany,Finance,S6,150000,72,100,30,2020,3000
Capgemini,XX,Australia,ITandInfrastructure,S4,100000,92,100,15,2017,3000
Capgemini,PQ,US,HR,S5,150000,95,100,45,2017,5000
Zogho,XX,India,HR,S1,200000,80,270,25,2018,3000
Genpact,LM,UAE,consulting,S2,100000,74,180,45,2020,6000
HCL,NULL,Japan,RandD,S4,175000,74,150,15,2021,3000
TATA,NULL,UAE,administration,S1,115000,97,180,40,2022,5000
Zogho,PQ,India,NULL,S1,200000,94,100,45,2021,7000
HCL,NN,UK,NULL,S4,100000,98,210,25,2021,5000
Wipro,XY,UK,HR,S3,150000,72,100,40,2019,9000
HCL,XY,Germany,administration,S7,115000,73,210,40,2021,10000
HCL,PQ,Australia,RandD,S3,150000,85,120,20,2018,9000
TATA,PQ,India,administration,S6,175000,82,210,50,2018,3000
Infosys,XX,US,HR,S1,150000,73,120,30,2022,8000
TATA,BC,India,NULL,S4,100000,93,180,40,2016,3000
IBM,XY,Canada,Finance,S2,200000,73,180,50,2022,4000
TATA,XY,Germany,consulting,S7,165000,87,210,45,2018,4000
Zogho,LM,India,Finance,NULL,150000,100,120,20,2019,8000
Accenture,PQ,India,ITandInfrastructure,NULL,165000,90,120,40,2019,7000
Wipro,NN,US,consulting,S2,115000,99,180,40,2021,7000
Genpact,NULL,Australia,consulting,S3,165000,93,180,15,2022,8000
Accenture,NN,Canada,ITandInfrastructure,S3,115000,98,210,45,2019,8000
IBM,PQ,Japan,administration,S2,200000,81,100,35,2017,10000
IBM,AB,US,administration,S2,175000,82,150,25,2017,6000
TATA,LM,Germany,Finance,S6,150000,93,135,50,2018,9000
Zogho,NULL,UK,NULL,S1,150000,99,120,35,2018,4000
TATA,XX,Australia,RandD,S4,115000,72,100,45,2019,4000
Wipro,NULL,UAE,Finance,S6,165000,74,120,40,2016,3000
Capgemini,NN,France,RandD,S2,125000,99,270,35,2021,5000
Accenture,XY,Australia,ITandInfrastructure,S1,150000,98,120,15,2017,6000
Zogho,BC,Australia,ITandInfrastructure,S6,200000,97,150,25,2016,3000
Capgemini,NN,India,ITandInfrastructure,S2,165000,97,180,15,2019,5000
Genpact,LM,India,testing,S3,115000,99,120,45,2021,6000
Genpact,PQ,Australia,testing,S4,200000,86,135,50,2017,10000
Genpact,PQ,UAE,RandD,S2,175000,78,135,50,2017,10000
Capgemini,XY,France,Finance,NULL,175000,94,135,45,2018,6000
Genpact,NULL,Japan,administration,S5,175000,90,100,30,2020,5000
Accenture,BC,UK,NULL,S5,125000,97,100,25,2016,8000
TATA,PQ,UK,HR,S2,150000,94,210,50,2018,5000
Accenture,XY,UK,ITandInfrastructure,S1,150000,71,210,30,2021,9000
HCL,AB,Germany,RandD,S7,100000,81,210,40,2021,5000
IBM,XX,Canada,RandD,NULL,200000,79,210,50,2018,5000
Wipro,LM,US,administration,S5,125000,90,135,15,2019,8000
Oracle,NN,Japan,NULL,S5,150000,77,120,30,2021,6000
Infosys,XY,Canada,HR,S1,175000,74,120,50,2020,7000
Zogho,XX,Japan,HR,NULL,115000,70,150,45,2021,3000
Oracle,XY,UK,Finance,NULL,115000,70,135,40,2017,10000
Infosys,XX,France,consulting,S4,125000,92,180,40,2020,7000
Genpact,NULL,India,testing,S7,125000,91,210,45,2017,8000
Zogho,XY,US,NULL,S6,150000,92,135,20,2018,6000
Accenture,LM,Germany,testing,NULL,165000,85,210,30,2020,9000
Oracle,LM,Canada,HR,S4,150000,85,180,15,2020,10000
Infosys,NULL,US,ITandInfrastructure,S2,100000,94,210,20,2016,3000
Zogho,PQ,France,testing,S3,115000,95,270,50,2019,4000
Accenture,BC,US,consulting,S7,115000,98,150,40,2020,4000
Accenture,AB,Japan,HR,S5,100000,90,120,30,2018,9000
Infosys,LM,UAE,Finance,S4,100000,94,100,35,2019,5000
Accenture,NULL,France,administration,S4,175000,94,150,40,2019,5000
Capgemini,NULL,Canada,administration,S4,100000,99,120,25,2016,8000
Zogho,PQ,UAE,RandD,S6,165000,97,180,40,2017,10000
IBM,XX,Germany,administration,S7,100000,88,270,35,2017,7000
Genpact,NULL,UK,testing,NULL,125000,89,210,25,2021,4000
Infosys,BC,India,ITandInfrastructure,S1,200000,72,150,50,2019,4000
TATA,XX,Canada,administration,S7,150000,98,100,20,2018,4000
Accenture,XX,Germany,RandD,S1,150000,90,270,50,2016,3000
Oracle,XX,France,consulting,S5,100000,86,180,50,2018,5000
Genpact,BC,UAE,Finance,S3,115000,90,150,50,2022,4000
HCL,NN,Germany,testing,S5,200000,99,150,35,2019,3000
HCL,XY,Canada,RandD,S5,175000,89,120,25,2017,4000
Genpact,XY,Germany,HR,S5,175000,86,135,25,2021,7000
Genpact,PQ,India,RandD,S7,125000,88,270,25,2021,3000
Capgemini,PQ,Australia,Finance,S3,200000,75,180,45,2022,8000
Wipro,XY,Japan,RandD,S3,200000,80,210,35,2020,8000
IBM,PQ,Australia,NULL,S1,150000,83,180,25,2021,7000
Oracle,NN,Germany,ITandInfrastructure,S7,175000,79,180,20,2019,3000
Zogho,BC,UK,Finance,S3,100000,85,180,40,2019,6000
Wipro,XY,Japan,administration,NULL,165000,82,270,40,2022,4000
TATA,BC,Japan,RandD,S5,150000,93,120,40,2020,4000
Oracle,AB,Australia,consulting,NULL,175000,97,100,50,2016,8000
Oracle,NN,Canada,ITandInfrastructure,NULL,115000,89,210,50,2019,8000
IBM,LM,UAE,RandD,S1,200000,83,270,15,2020,7000
Capgemini,XX,India,testing,S7,165000,81,120,30,2022,10000
Wipro,BC,France,testing,S5,125000,73,270,45,2020,8000
Infosys,LM,Canada,administration,S4,100000,100,210,20,2018,10000
IBM,XX,France,RandD,S1,200000,100,100,25,2020,8000
IBM,NULL,UK,RandD,S2,175000,93,100,40,2018,10000
Wipro,BC,Japan,HR,S1,175000,92,135,30,2018,6000
Zogho,BC,India,administration,S2,165000,88,135,35,2020,8000
Wipro,AB,UK,consulting,S6,150000,100,135,25,2019,4000
Wipro,AB,Germany,Finance,S5,200000,81,180,45,2021,5000
Wipro,LM,France,administration,S6,200000,80,210,35,2022,9000
Oracle,XX,UK,testing,NULL,125000,97,120,25,2017,5000
Capgemini,AB,France,NULL,S5,100000,95,180,45,2021,5000
Wipro,BC,UK,NULL,S3,100000,99,210,35,2019,5000
Infosys,AB,US,ITandInfrastructure,S3,175000,96,210,30,2022,7000
Oracle,NN,France,HR,S4,200000,72,270,25,2017,8000
Zogho,LM,Germany,ITandInfrastructure,S4,125000,79,180,25,2016,7000
Genpact,PQ,UAE,administration,S2,100000,79,120,30,2020,9000
Zogho,XY,India,consulting,S4,175000,100,100,25,2021,4000
HCL,AB,France,RandD,S3,165000,86,270,50,2017,8000
Capgemini,XY,UAE,ITandInfrastructure,S1,100000,77,210,30,2019,7000
Infosys,LM,Canada,administration,S5,175000,88,180,30,2018,3000
Wipro,XY,UK,Finance,S2,150000,80,100,25,2018,3000
Oracle,XY,UK,testing,S5,100000,95,120,30,2019,4000
TATA,NULL,India,Finance,NULL,125000,78,180,35,2019,10000
HCL,NULL,UAE,consulting,S6,115000,85,120,35,2020,6000
Oracle,XX,Canada,RandD,S1,115000,74,135,25,2020,3000
TATA,NN,France,consulting,S2,175000,71,150,45,2018,3000
TATA,XX,US,NULL,S6,175000,86,120,25,2018,6000
IBM,NN,France,ITandInfrastructure,NULL,165000,90,135,40,2016,6000
HCL,NULL,UAE,NULL,S7,100000,79,135,30,2021,8000
Genpact,PQ,India,ITandInfrastructure,S1,115000,70,120,15,2017,5000
Infosys,BC,India,RandD,S3,115000,93,150,15,2016,10000
Oracle,XY,UAE,ITandInfrastructure,NULL,150000,87,135,25,2019,7000
Infosys,XX,France,consulting,S4,165000,84,120,35,2019,9000
Infosys,PQ,UAE,RandD,S5,200000,82,135,20,2018,6000
HCL,LM,UAE,Finance,S1,125000,92,100,15,2017,9000
IBM,LM,UAE,ITandInfrastructure,S6,200000,75,270,40,2022,10000
Capgemini,PQ,US,HR,S1,165000,97,180,25,2018,6000
Infosys,NN,UK,NULL,S1,165000,84,135,45,2022,5000
Wipro,LM,UAE,administration,S5,115000,98,150,25,2016,7000
Accenture,PQ,India,RandD,S7,100000,98,150,25,2022,6000
Oracle,XX,France,testing,S3,175000,97,210,30,2019,8000
Infosys,AB,India,testing,S2,165000,77,180,40,2021,7000
HCL,NULL,Australia,ITandInfrastructure,NULL,150000,75,120,35,2022,5000
Oracle,NULL,Australia,consulting,S2,115000,86,135,15,2017,6000
TATA,AB,Germany,ITandInfrastructure,S1,175000,98,270,15,2022,5000
Oracle,AB,France,ITandInfrastructure,S2,150000,97,135,20,2020,9000
Infosys,AB,Canada,ITandInfrastructure,S5,165000,89,210,50,2016,3000
Accenture,LM,UAE,Finance,S1,150000,74,180,50,2019,7000
Oracle,AB,UAE,HR,S7,100000,73,270,25,2019,5000
Genpact,NULL,US,Finance,S3,175000,91,100,20,2016,9000
Capgemini,PQ,Australia,consulting,NULL,200000,71,100,25,2016,4000
TATA,LM,France,ITandInfrastructure,S2,100000,89,150,45,2016,3000
Wipro,AB,UAE,Finance,S6,200000,97,100,45,2022,8000
Genpact,BC,Japan,ITandInfrastructure,S5,115000,80,120,30,2018,7000
Wipro,BC,France,NULL,S1,200000,79,135,35,2016,5000
Oracle,AB,Australia,NULL,S4,175000,93,210,50,2021,5000
HCL,XX,US,consulting,S1,175000,96,270,30,2019,6000
Genpact,BC,France,testing,S1,100000,83,210,35,2017,5000
Genpact,LM,France,testing,S6,165000,80,120,35,2019,5000
Oracle,PQ,UK,RandD,S6,175000,81,180,50,2020,8000
IBM,XX,France,consulting,S1,175000,86,210,30,2019,10000
Genpact,XX,Japan,HR,S5,165000,83,135,15,2017,10000
IBM,PQ,US,testing,S3,175000,79,150,50,2019,6000
Wipro,PQ,UK,Finance,S6,150000,99,120,25,2018,9000
Capgemini,XY,India,RandD,NULL,100000,90,210,45,2018,6000
Wipro,XY,UK,NULL,S7,165000,81,150,45,2020,8000
Infosys,BC,Australia,consulting,S5,200000,71,180,40,2019,7000
Genpact,BC,UK,administration,S3,175000,79,150,20,2017,9000
Genpact,XX,France,HR,NULL,100000,98,180,25,2021,4000
Infosys,XY,France,testing,S2,150000,97,100,50,2018,8000
Wipro,BC,Australia,Finance,S7,100000,87,180,40,2017,4000
TATA,PQ,France,HR,S6,165000,89,135,20,2022,3000
TATA,AB,Japan,consulting,S6,150000,75,150,45,2019,6000
Zogho,NN,France,HR,S2,150000,81,120,20,2017,9000
Capgemini,PQ,Australia,HR,S6,100000,96,150,25,2020,7000
TATA,NN,Canada,administration,S2,175000,76,150,15,2016,3000
TATA,XX,India,Finance,S3,165000,71,210,30,2022,7000
Zogho,LM,Canada,RandD,S6,115000,84,270,50,2016,4000
Oracle,AB,UK,Finance,S7,100000,88,100,15,2016,9000
Wipro,NULL,Australia,HR,S5,150000,94,180,40,2021,5000
Capgemini,LM,US,consulting,S2,100000,100,180,25,2021,9000
Infosys,AB,Australia,Finance,S5,200000,97,150,20,2022,6000
Accenture,XY,France,Finance,S6,175000,94,210,15,2019,6000
IBM,NN,UAE,NULL,S3,165000,96,270,20,2019,4000
TATA,BC,India,RandD,NULL,125000,74,120,15,2022,6000
Zogho,NULL,India,testing,NULL,175000,95,100,45,2020,3000
Wipro,PQ,UAE,ITandInfrastructure,S7,125000,78,135,15,2017,4000
Wipro,AB,Japan,RandD,S5,165000,74,270,40,2017,8000
HCL,LM,Australia,ITandInfrastructure,S7,175000,82,150,40,2018,9000
Zogho,PQ,UK,NULL,S5,150000,79,180,50,2018,8000
HCL,BC,US,NULL,S3,150000,93,180,35,2017,6000
Infosys,XY,France,RandD,S6,175000,97,150,20,2021,10000
IBM,BC,UK,HR,S2,165000,87,100,25,2018,8000
Genpact,BC,UAE,testing,S3,100000,71,180,50,2017,4000
HCL,NULL,Japan,RandD,S4,125000,90,210,35,2020,9000
Oracle,PQ,Germany,HR,S7,150000,77,210,20,2016,9000
Accenture,XX,India,consulting,S4,150000,72,180,35,2016,7000
HCL,BC,UK,ITandInfrastructure,S7,100000,71,210,50,2016,5000
Infosys,NN,Canada,NULL,NULL,100000,91,210,30,2021,6000
Accenture,AB,Australia,RandD,S4,125000,84,120,15,2017,5000
Wipro,AB,India,Finance,S6,200000,88,135,50,2020,7000
Wipro,XX,Canada,ITandInfrastructure,S1,200000,81,150,25,2017,5000
Infosys,PQ,UK,NULL,NULL,150000,95,150,25,2021,3000
HCL,NN,Canada,NULL,S6,100000,81,150,50,2021,5000
Zogho,NULL,Germany,HR,S3,125000,94,270,30,2018,9000
Infosys,XY,Japan,ITandInfrastructure,S5,175000,70,270,15,2020,10000
Wipro,XX,France,HR,S1,175000,70,120,15,2021,4000
Accenture,LM,UAE,HR,S7,165000,88,100,30,2017,4000
Accenture,LM,India,RandD,S2,200000,72,270,40,2016,7000
Genpact,NULL,Germany,testing,NULL,150000,94,100,25,2020,8000
Infosys,XY,Australia,ITandInfrastructure,S1,200000,99,270,20,2016,3000
Genpact,NN,UAE,consulting,S3,100000,80,100,40,2018,7000
IBM,PQ,Japan,ITandInfrastructure,S4,125000,88,120,35,2020,4000
Genpact,XX,Japan,HR,S6,200000,70,150,35,2021,4000
Accenture,NN,Japan,administration,S7,200000,72,180,30,2018,4000
Zogho,XX,UK,administration,NULL,200000,70,135,15,2018,6000
Capgemini,XY,France,consulting,NULL,175000,83,270,20,2018,10000
IBM,NN,UAE,consulting,S4,100000,86,150,50,2022,7000
TATA,NULL,Japan,RandD,S3,115000,86,150,50,2021,4000
Capgemini,AB,UAE,ITandInfrastructure,S3,115000,95,135,20,2018,3000
TATA,LM,UAE,testing,S7,165000,74,210,25,2019,3000
Infosys,PQ,India,HR,S6,175000,100,210,30,2016,4000
IBM,BC,Australia,Finance,S3,125000,95,210,40,2016,5000
Accenture,XY,Germany,administration,S6,100000,78,100,20,2017,6000
Oracle,NULL,India,HR,S4,200000,82,135,15,2018,4000
Accenture,PQ,Japan,ITandInfrastructure,S1,175000,78,210,15,2022,7000
Genpact,XX,Canada,ITandInfrastructure,S3,115000,75,180,35,2022,8000
Genpact,NN,Australia,administration,S4,150000,95,150,40,2020,8000
Capgemini,NULL,Germany,ITandInfrastructure,NULL,115000,79,180,45,2022,7000
HCL,XX,UAE,NULL,S4,150000,77,120,20,2021,7000
TATA,NULL,Canada,consulting,S3,125000,76,150,20,2019,10000
IBM,LM,Germany,consulting,S4,125000,80,100,40,2022,3000
Genpact,XY,India,HR,S6,175000,95,150,20,2022,4000
Accenture,AB,Australia,Finance,S6,175000,98,150,45,2016,7000
TATA,AB,Japan,Finance,S7,100000,80,210,15,2021,8000
TATA,BC,France,administration,S2,125000,89,150,30,2017,7000
Accenture,AB,Japan,administration,S1,175000,90,135,20,2019,4000
Zogho,LM,US,NULL,NULL,100000,76,100,45,2022,10000
Genpact,NULL,Canada,administration,S2,115000,72,120,50,2016,5000
Accenture,BC,UAE,NULL,S5,100000,87,100,35,2018,6000
TATA,AB,Japan,administration,S4,150000,78,180,50,2019,6000
Genpact,AB,Australia,NULL,S4,175000,93,270,35,2017,4000
IBM,XY,Japan,consulting,S2,200000,78,100,20,2019,9000
Oracle,XY,Japan,testing,S2,200000,87,180,50,2022,7000
Genpact,XX,Japan,NULL,S2,175000,72,150,50,2021,6000
Capgemini,XY,US,HR,S6,200000,84,120,45,2017,8000
HCL,XX,UAE,NULL,S3,115000,98,120,20,2022,9000
HCL,XX,Australia,testing,S5,165000,74,100,45,2022,8000
Zogho,NN,US,HR,S7,150000,75,150,35,2021,9000
Genpact,BC,Germany,administration,S2,115000,94,210,50,2016,8000
Accenture,XY,US,testing,S5,115000,94,180,50,2019,9000
Oracle,XY,France,HR,S2,115000,85,180,15,2019,9000
Genpact,XX,UK,ITandInfrastructure,NULL,125000,92,270,30,2020,9000
HCL,NN,Australia,consulting,S5,100000,97,150,15,2017,9000
Genpact,XY,UAE,testing,S2,115000,76,270,45,2018,5000
TATA,NN,US,testing,S4,125000,78,150,50,2018,8000
Genpact,BC,UAE,administration,S3,200000,72,180,30,2022,3000
Oracle,NN,France,RandD,S1,200000,96,180,25,2019,3000
Wipro,NULL,Australia,HR,S2,125000,72,210,40,2021,4000
Capgemini,NN,US,HR,S4,100000,91,100,40,2016,3000
Oracle,LM,India,consulting,S5,125000,70,120,20,2019,8000
TATA,NN,US,NULL,S2,165000,99,210,50,2019,3000
Capgemini,XX,UAE,RandD,S6,100000,73,270,15,2017,7000
